0	-542116688
1	-542116685
2	-542116682
3	-542116679
4	-542116676
5	-542116673
6	-542116670
7	-542116667
8	-542116664
9	-542116661
10	-542116658
11	-542116655
12	-542116652
13	-542116649
14	-542116646
15	-542116643
16	-542116640
17	-542116637
18	-542116634
19	-542116631
20	-542116628
21	-542116625
22	-542116622
23	-542116619
24	-542116616
25	-542116613
26	-542116610
27	-542116607
28	-542116604
29	-542116601
30	-542116598
31	-542116595
32	-542116592
33	-542116589
34	-542116586
35	-542116583
36	-542116580
37	-542116577
38	-542116574
39	-542116571
40	-542116568
41	-542116565
42	-542116562
43	-542116559
44	-542116556
45	-542116553
46	-542116550
47	-542116547
48	-542116544
49	-542116541
50	-542116538
51	-542116535
52	-542116532
53	-542116529
54	-542116526
55	-542116523
56	-542116520
57	-542116517
58	-542116514
59	-542116511
60	-542116508
61	-542116505
62	-542116502
63	-542116499
64	-542116496
65	-542116493
66	-542116490
67	-542116487
68	-542116484
69	-542116481
70	-542116478
71	-542116475
72	-542116472
73	-542116469
74	-542116466
75	-542116463
76	-542116460
77	-542116457
78	-542116454
79	-542116451
80	-542116448
81	-542116445
82	-542116442
83	-542116439
84	-542116436
85	-542116433
86	-542116430
87	-542116427
88	-542116424
89	-542116421
90	-542116418
91	-542116415
92	-542116412
93	-542116409
94	-542116406
95	-542116403
96	-542116400
97	-542116397
98	-542116394
99	-542116391
100	-542116388
101	-542116385
102	-542116382
103	-542116379
104	-542116376
105	-542116373
106	-542116370
107	-542116367
108	-542116364
109	-542116361
110	-542116358
111	-542116355
112	-542116352
113	-542116349
114	-542116346
115	-542116343
116	-542116340
117	-542116337
118	-542116334
119	-542116331
120	-542116328
121	-542116325
122	-542116322
123	-542116319
124	-542116316
125	-542116313
126	-542116310
127	-542116307
128	-542116304
129	-542116301
130	-542116298
131	-542116295
132	-542116292
133	-542116289
134	-542116286
135	-542116283
136	-542116280
137	-542116277
138	-542116274
139	-542116271
140	-542116268
141	-542116265
142	-542116262
143	-542116259
144	-542116256
145	-542116253
146	-542116250
147	-542116247
148	-542116244
149	-542116241
150	-542116238
151	-542116235
152	-542116232
153	-542116229
154	-542116226
155	-542116223
156	-542116220
157	-542116217
158	-542116214
159	-542116211
160	-542116208
161	-542116205
162	-542116202
163	-542116199
164	-542116196
165	-542116193
166	-542116190
167	-542116187
168	-542116184
169	-542116181
170	-542116178
171	-542116175
172	-542116172
173	-542116169
174	-542116166
175	-542116163
176	-542116160
177	-542116157
178	-542116154
179	-542116151
180	-542116148
181	-542116145
182	-542116142
183	-542116139
184	-542116136
185	-542116133
186	-542116130
187	-542116127
188	-542116124
189	-542116121
190	-542116118
191	-542116115
192	-542116112
193	-542116109
194	-542116106
195	-542116103
196	-542116100
197	-542116097
198	-542116094
199	-542116091
200	-542116088
201	-542116085
202	-542116082
203	-542116079
204	-542116076
205	-542116073
206	-542116070
207	-542116067
208	-542116064
209	-542116061
210	-542116058
211	-542116055
212	-542116052
213	-542116049
214	-542116046
215	-542116043
216	-542116040
217	-542116037
218	-542116034
219	-542116031
220	-542116028
221	-542116025
222	-542116022
223	-542116019
224	-542116016
225	-542116013
226	-542116010
227	-542116007
228	-542116004
229	-542116001
230	-542115998
231	-542115995
232	-542115992
233	-542115989
234	-542115986
235	-542115983
236	-542115980
237	-542115977
238	-542115974
239	-542115971
240	-542115968
241	-542115965
242	-542115962
243	-542115959
244	-542115956
245	-542115953
246	-542115950
247	-542115947
248	-542115944
249	-542115941
250	-542115938
251	-542115935
252	-542115932
253	-542115929
254	-542115926
255	-542115923
