0	0.000012
1	0.000445
2	0.001118
3	0.001762
4	0.001990
5	0.002273
6	0.001816
7	0.002453
8	0.000998
9	0.003133
10	0.002435
11	0.000481
12	0.002603
13	0.001864
14	0.000794
15	0.003337
16	0.000619
17	0.004010
18	0.000685
19	0.003457
20	0.002633
21	0.002730
22	0.001257
23	0.004882
24	0.001677
25	0.002177
26	0.004040
27	0.002261
28	0.004227
29	0.004936
30	0.000000
31	0.002531
32	0.004972
33	0.002922
34	0.002225
35	0.004780
36	0.000000
37	0.005459
38	0.002760
39	0.002068
40	0.001978
41	0.003884
42	0.005501
43	0.000000
44	0.002399
45	0.004576
46	0.006271
47	0.000000
48	0.002880
49	0.004684
50	0.007383
51	0.000000
52	0.000000
53	0.003042
54	0.004341
55	0.009373
56	0.000000
57	0.000000
58	0.003421
59	0.004864
60	0.010185
61	0.000000
62	0.000000
63	0.004179
64	0.005303
65	0.006836
66	0.003992
67	0.000000
68	0.000000
69	0.005411
70	0.004251
71	0.007305
72	0.000000
73	0.009518
74	0.000000
75	0.000000
76	0.007095
77	0.004443
78	0.005309
79	0.000000
80	0.000000
81	0.013005
82	0.000000
83	0.005429
84	0.000000
85	0.004960
86	0.008532
87	0.006109
88	0.000000
89	0.005135
90	0.000000
91	0.009211
92	0.006734
93	0.000000
94	0.005598
95	0.000000
96	0.010624
97	0.007011
98	0.000000
99	0.006409
100	0.000000
101	0.007726
102	0.011514
103	0.000000
104	0.006770
105	0.000000
106	0.018663
107	0.000000
108	0.000000
109	0.006494
110	0.008081
111	0.010011
112	0.000000
113	0.000000
114	0.014280
115	0.008886
116	0.000000
117	0.000000
118	0.007437
119	0.005952
120	0.008538
121	0.000000
122	0.000000
123	0.007702
124	0.014003
125	0.000000
126	0.000000
127	0.008598
128	0.008430
129	0.006722
130	0.000000
131	0.008676
132	0.008754
133	0.000000
134	0.000000
135	0.025006
136	0.000000
137	0.000000
138	0.000000
139	0.015789
140	0.008399
141	0.000000
142	0.007179
143	0.007131
144	0.000000
145	0.006878
146	0.014520
147	0.005568
148	0.000000
149	0.011051
150	0.000000
151	0.012314
152	0.005952
153	0.003866
154	0.000000
155	0.009271
156	0.010847
157	0.005802
158	0.002664
159	0.007407
160	0.002165
161	0.009488
162	0.007287
163	0.001659
164	0.006566
165	0.008754
166	0.004690
167	0.001569
168	0.006109
169	0.014009
170	0.001124
171	0.005556
172	0.000890
173	0.013155
174	0.005285
175	0.000908
176	0.005423
177	0.010209
178	0.004227
179	0.003072
180	0.010510
181	0.000950
182	0.004010
183	0.002844
184	0.011490
185	0.002706
186	0.003710
187	0.004016
188	0.010816
189	0.002555
190	0.003698
191	0.009752
192	0.003277
193	0.002315
194	0.003884
195	0.009476
196	0.001888
197	0.003391
198	0.009115
199	0.003139
200	0.002898
201	0.008219
202	0.002832
203	0.001894
204	0.009121
205	0.001918
206	0.002080
207	0.008105
208	0.001984
209	0.007263
210	0.002345
211	0.006987
212	0.002537
213	0.005940
214	0.001653
215	0.005032
216	0.005784
217	0.001858
218	0.005165
219	0.004347
220	0.001317
221	0.004311
222	0.003018
223	0.003614
224	0.001960
225	0.001756
226	0.001756
227	0.001257
228	0.001106
229	0.001106
230	0.000890
231	0.000836
232	0.000740
233	0.000601
234	0.000577
235	0.000415
236	0.000589
237	0.000463
238	0.000367
239	0.000439
240	0.000469
241	0.000511
242	0.000439
243	0.000493
244	0.000517
245	0.000559
246	0.000505
247	0.000553
248	0.000511
249	0.000661
250	0.000625
251	0.000968
252	0.000884
253	0.001599
254	0.001052
255	0.000000
