0	0.000000
1	0.000000
2	0.000006
3	0.000974
4	0.001227
5	0.001329
6	0.000872
7	0.001082
8	0.000679
9	0.000896
10	0.000812
11	0.001040
12	0.000998
13	0.000000
14	0.001124
15	0.000000
16	0.001196
17	0.000000
18	0.001227
19	0.000000
20	0.001461
21	0.000000
22	0.001810
23	0.000000
24	0.000000
25	0.001732
26	0.000000
27	0.002207
28	0.000000
29	0.000000
30	0.002393
31	0.000000
32	0.000000
33	0.000000
34	0.002838
35	0.000000
36	0.000000
37	0.002880
38	0.000000
39	0.000000
40	0.000000
41	0.003337
42	0.000000
43	0.000000
44	0.000000
45	0.003896
46	0.000000
47	0.000000
48	0.000000
49	0.004131
50	0.000000
51	0.000000
52	0.000000
53	0.004545
54	0.000000
55	0.000000
56	0.000000
57	0.000000
58	0.004942
59	0.000000
60	0.000000
61	0.000000
62	0.000000
63	0.005195
64	0.000000
65	0.000000
66	0.000000
67	0.000000
68	0.005315
69	0.000000
70	0.000000
71	0.000000
72	0.005459
73	0.000000
74	0.000000
75	0.000000
76	0.000000
77	0.005562
78	0.000000
79	0.000000
80	0.000000
81	0.000000
82	0.006536
83	0.000000
84	0.000000
85	0.000000
86	0.000000
87	0.006908
88	0.000000
89	0.000589
90	0.002573
91	0.001341
92	0.013835
93	0.005970
94	0.005417
95	0.015428
96	0.046350
97	0.028686
98	0.010925
99	0.014382
100	0.027152
101	0.033694
102	0.020358
103	0.014875
104	0.006926
105	0.003048
106	0.004389
107	0.011147
108	0.004708
109	0.005225
110	0.008832
111	0.012302
112	0.005405
113	0.003469
114	0.004780
115	0.004113
116	0.011346
117	0.007407
118	0.003692
119	0.003523
120	0.012079
121	0.003223
122	0.003944
123	0.003884
124	0.006223
125	0.013793
126	0.004377
127	0.003024
128	0.007059
129	0.012368
130	0.006181
131	0.002549
132	0.005628
133	0.010762
134	0.003102
135	0.003259
136	0.003698
137	0.011538
138	0.004095
139	0.002898
140	0.002712
141	0.010420
142	0.002790
143	0.002393
144	0.002802
145	0.009313
146	0.001888
147	0.003445
148	0.009650
149	0.003776
150	0.003589
151	0.011412
152	0.008478
153	0.004491
154	0.012320
155	0.004521
156	0.005411
157	0.014761
158	0.004431
159	0.014977
160	0.005002
161	0.024579
162	0.036658
163	0.037043
164	0.031367
165	0.031896
166	0.032305
167	0.006223
168	0.014953
169	0.003163
170	0.008466
171	0.004503
172	0.000000
173	0.003589
174	0.002928
175	0.002417
176	0.002014
177	0.001954
178	0.001984
179	0.001696
180	0.001647
181	0.001756
182	0.001677
183	0.001623
184	0.001720
185	0.001732
186	0.001485
187	0.001485
188	0.002808
189	0.001251
190	0.001365
191	0.001203
192	0.002357
193	0.001184
194	0.001190
195	0.001148
196	0.002068
197	0.001130
198	0.001708
199	0.001684
200	0.000836
201	0.001377
202	0.001491
203	0.000728
204	0.001623
205	0.000679
206	0.000782
207	0.001635
208	0.000685
209	0.001443
210	0.000740
211	0.000812
212	0.001389
213	0.000752
214	0.001142
215	0.001022
216	0.000559
217	0.001064
218	0.000944
219	0.000806
220	0.000950
221	0.000872
222	0.000415
223	0.000661
224	0.000607
225	0.000475
226	0.000649
227	0.000343
228	0.000319
229	0.000216
230	0.000289
231	0.000228
232	0.000283
233	0.000144
234	0.000144
235	0.000259
236	0.000096
237	0.000186
238	0.000102
239	0.000108
240	0.000180
241	0.000120
242	0.000192
243	0.000090
244	0.000216
245	0.000114
246	0.000156
247	0.000144
248	0.000168
249	0.000253
250	0.000198
251	0.000216
252	0.000337
253	0.000571
254	0.000463
255	0.000000
